BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,22600,69675,92300,DebtCon,Other,16,0,6,240.4333,0,30,
1,22600,155056,187000,DebtCon,Mgr,0.1,0,0,253.6,0,27,
1,22600,78975,103374,DebtCon,Mgr,11,0,0,259.3198,1,14,27.74406
0,22600,109808,139133,DebtCon,Mgr,9,1,0,195.4588,4,18,40.20611
0,22600,31933,47669,HomeImp,Self,4,0,,133.4475,,11,24.20109
0,22600,,45744,DebtCon,Other,,,,84.23176,,12,28.45388
0,22600,41920,70383,DebtCon,Office,5,0,0,178.7866,1,26,36.09869
0,22600,,58856,DebtCon,Other,,0,1,298.8195,0,18,38.19503
0,22600,239115,264462,HomeImp,Self,5,0,0,244.1797,2,50,36.70087
0,22600,34226,85424,DebtCon,ProfExe,9,0,0,277.8487,0,18,38.00568
0,22600,,55419,DebtCon,Other,,0,0,299.9558,0,18,39.0952
0,22600,61503,101786,HomeImp,ProfExe,17,0,0,622.3558,1,24,21.68667
0,22600,131098,176119,,Mgr,26,,5,339.677,1,28,33.05756
0,22700,73280,92961,DebtCon,ProfExe,8,0,1,109.5703,3,26,34.61442
0,22700,91303,98362,HomeImp,,7,,,,,,30.68102
0,22700,,132297,HomeImp,Other,1,0,0,309.4459,3,20,29.371
0,22700,75354,106186,DebtCon,Other,,0,0,175.3394,1,24,38.25659
0,22700,35261,54701,HomeImp,Self,3,0,,134.1083,,11,24.52482
0,22700,77356,106233,HomeImp,Mgr,14,0,0,161.6463,0,27,35.42093
0,22700,93542,99198,HomeImp,,6,,,,,,30.08034
0,22700,93413,134653,DebtCon,ProfExe,,0,0,219.5707,1,21,27.28456
0,22700,36253,88461,HomeImp,Other,24,0,0,255.0888,0,7,26.86762
0,22700,128020,164199,DebtCon,ProfExe,7,0,0,175.8848,0,37,21.23236
1,22700,94601,99755,DebtCon,Other,3,0,0,129.5643,0,16,37.9693
0,22700,46929,71169,DebtCon,Other,6,0,0,57.88082,2,19,35.55209
0,22700,155284,197634,DebtCon,ProfExe,15,,,103.786,0,24,29.54032
0,22700,108488,139559,HomeImp,ProfExe,11,0,0,190.9728,0,23,34.08002
0,22700,,57156,DebtCon,Other,,0,0,289.5457,0,19,40.16294
0,22800,76502,101288,DebtCon,Other,20,0,0,188.0777,0,12,40.3519
0,22800,96495,122362,HomeImp,Mgr,8,0,0,120.9793,2,24,29.80984
0,22800,74979,109716,DebtCon,Mgr,9,0,1,289.8224,1,28,31.47991
0,22800,76733,105624,DebtCon,Mgr,1,,,225.3275,5,23,40.69195
0,22800,49361,81914,DebtCon,Mgr,4,0,0,264.9371,2,25,32.01024
0,22800,127010,171758,,Mgr,25,,5,335.6157,0,27,32.36504
0,22800,39166,84407,DebtCon,ProfExe,11,0,0,276.122,0,19,38.96837
0,22800,,147730,,,,,,,,,16.17925
0,22800,,97634,HomeImp,Other,8,0,0,177.5697,1,16,40.77225
0,22800,,74988,DebtCon,Sales,2,0,0,393.5105,0,23,24.05021
0,22800,,146840,,,,,,,,,14.80009
0,22800,132706,170396,DebtCon,ProfExe,8,0,0,147.4149,0,37,19.51853
0,22800,52760,81362,,,,,,,,,38.02468
0,22800,,57761,DebtCon,Other,,0,0,310.4829,0,18,38.50571
0,22800,64659,96063,DebtCon,Mgr,8,0,0,201.0683,2,18,31.54182
0,22800,52644,96376,DebtCon,Other,7,0,0,238.3801,0,19,34.9467
0,22800,62754,101781,HomeImp,ProfExe,19,0,0,628.9819,0,24,20.2003
1,22800,129697,167475,DebtCon,ProfExe,5,0,1,202.6038,1,18,22.04393
0,22900,,148018,,,,,,,,,15.93806
0,22900,191970,232998,DebtCon,ProfExe,3,0,0,301.1385,0,27,36.78847
0,22900,64803,92258,DebtCon,Other,3,1,0,84.92588,2,29,33.68409
0,22900,90702,115355,DebtCon,Mgr,24,,0,308.8505,1,42,38.79333
0,22900,70497,103855,HomeImp,Mgr,13,0,0,149.9896,0,27,33.76899
0,22900,41279,59993,DebtCon,Other,0,0,0,111.2376,0,17,20.92973
0,22900,18059,57109,DebtCon,Other,26,0,1,213.0363,0,24,25.54701
0,22900,95321,123082,DebtCon,Self,3,0,0,205.4415,2,26,34.05349
0,22900,,81255,DebtCon,Sales,3,0,0,405.8678,0,22,23.54213
0,22900,64350,93126,DebtCon,Office,6,,,181.826,,16,39.39135
0,22900,59702,97591,HomeImp,ProfExe,16,0,0,627.6621,0,24,22.11885
0,22900,136032,180899,DebtCon,ProfExe,21,0,0,240.3475,0,24,41.59675
0,22900,61067,96306,DebtCon,Other,5,0,0,228.8986,1,20,36.13496
1,22900,67312,95000,HomeImp,Mgr,3.9,0,2,122.7667,0,32,
0,22900,65017,88066,DebtCon,Other,3,0,0,93.55293,1,29,32.01108
0,22900,107241,138883,DebtCon,Mgr,9,1,0,201.7857,5,18,41.14075
1,22900,161754,193666,DebtCon,Mgr,2,0,0,260.2511,0,27,30.27893
0,22900,28217,52804,DebtCon,Other,14,0,0,109.3657,1,25,30.58773
0,22900,41174,86851,HomeImp,Other,25,0,0,267.1326,0,7,24.38039
0,22900,131767,174684,,Mgr,24,,4,329.6478,1,28,32.36163
0,22900,41130,81069,DebtCon,ProfExe,8,0,0,276.0876,0,19,38.50141
0,22900,88244,103144,HomeImp,,8,,,,,,31.07269
0,22900,50876,74270,DebtCon,Other,5,0,0,72.00451,1,19,34.95703
0,23000,108464,155821,DebtCon,Mgr,16,0,0,170.2232,0,26,35.05933
0,23000,,56390,DebtCon,Other,,0,1,314.2737,0,19,37.74373
0,23000,58696,102176,HomeImp,ProfExe,18,0,0,629.0958,0,23,22.82561
0,23000,,150364,,,,,,,,,17.12566
0,23000,91732,140728,DebtCon,ProfExe,,0,0,203.9067,0,21,27.69224
0,23000,62893,90989,DebtCon,Office,4,,,179.8469,,16,38.63095
0,23000,76561,111389,DebtCon,Mgr,8,0,1,301.2329,2,28,30.34671
0,23000,68275,89967,DebtCon,ProfExe,8,1,0,140.7144,4,25,33.69494
1,23000,58577,69327,,Other,4,0,2,110.4145,2,33,133.5283
0,23000,,46846,DebtCon,Other,,,,77.5532,,13,25.61429
0,23000,72681,105405,DebtCon,Mgr,0,,,230.0751,4,23,43.51909
0,23000,76213,184360,,Other,12,0,0,379.35,0,16,32.04037
0,23000,48191,65080,DebtCon,Other,26,0,0,302.8499,2,32,33.8707
1,23000,72638,109183,DebtCon,ProfExe,2,0,0,177.6116,2,22,48.27759
1,23000,163805,216500,HomeImp,Self,3.5,,,,,,
0,23000,131200,163390,DebtCon,Other,7,1,0,215.0667,1,20,
0,23000,213000,280000,HomeImp,ProfExe,7,,5,468.8667,,56,
0,23000,42600,69500,DebtCon,Other,10,0,0,119.7,1,20,
1,23000,56000,92000,DebtCon,Other,8,1,4,69.13333,2,27,
1,23000,47000,78000,DebtCon,Other,17.8,2,1,100.4667,0,28,
1,23000,32000,55000,DebtCon,Other,0.4,0,0,211.0333,0,23,
0,23000,48003,64720,DebtCon,Office,4,0,0,160.606,1,26,33.62992
0,23000,32946,52054,HomeImp,Self,6,0,,123.0672,,10,24.02182
0,23000,,49906,DebtCon,Other,,,,96.75697,,13,27.44124
0,23000,71902,101750,HomeImp,Other,5,0,0,214.3893,0,13,29.04596
0,23100,95352,115077,DebtCon,Other,24,0,0,253.3294,0,26,39.8168
0,23100,71680,101492,DebtCon,Mgr,1,,,230.3616,5,24,39.87271
0,23100,61524,96308,DebtCon,Office,1,0,0,160.3832,1,21,35.11224
0,23100,141937,179756,HomeImp,Mgr,6,0,0,328.3985,0,16,43.91005
0,23100,75837,183443,,Other,9,0,0,377.291,0,17,31.43532
0,23100,93805,135780,HomeImp,ProfExe,5,0,0,155.0254,0,31,34.64492
0,23100,83458,107589,DebtCon,Mgr,24,,0,314.0664,1,43,38.04373
0,23100,133867,174105,,Mgr,26,,3,332.4098,0,28,30.76864
0,23100,42862,63916,DebtCon,Office,5,0,0,182.9321,1,26,35.58379
0,23100,72712,185787,,Other,10,0,0,362.1817,1,16,31.86716
0,23100,109498,156191,DebtCon,Mgr,15,0,0,186.202,0,25,33.79421
0,23100,64601,100170,DebtCon,Office,2,0,0,156.6754,0,21,34.00024
0,23100,235937,266793,HomeImp,Self,5,1,0,242.6149,2,51,36.88705
0,23200,184526,237546,DebtCon,ProfExe,2,0,0,291.6334,0,26,39.48391
0,23200,62811,99320,DebtCon,Office,3,0,0,166.8611,1,21,36.07127
0,23200,96345,135081,DebtCon,ProfExe,,0,0,217.4805,0,20,26.79993
0,23200,112948,159050,DebtCon,Mgr,16,0,0,189.839,0,25,33.49397
1,23200,129355,171709,DebtCon,ProfExe,0,0,0,328.5141,0,30,40.04844
0,23200,96043,140090,DebtCon,ProfExe,21,0,0,162.6404,0,24,39.2051
1,23200,14511,81579,DebtCon,Other,7,0,3,272.9383,0,23,47.12058
0,23200,40905,81651,DebtCon,ProfExe,6,0,0,274.0021,0,19,40.10944
0,23200,131804,171144,DebtCon,ProfExe,6,0,0,197.7687,0,37,19.77885
0,23200,144542,176611,DebtCon,ProfExe,5,,,179.2391,5,42,40.82316
0,23300,82472,110321,DebtCon,Other,,0,0,174.24,2,25,37.91287
0,23300,103162,135013,DebtCon,Mgr,9,1,0,188.9398,5,18,40.67082
0,23300,81144,106102,DebtCon,Mgr,7,0,0,288.3727,1,28,33.27141
0,23300,65310,89959,DebtCon,Other,2,0,0,89.79415,1,30,33.9861
0,23300,143821,177028,HomeImp,Mgr,8,0,0,320.9234,0,16,44.75296
1,23300,36000,,DebtCon,Other,19,4,0,113.5667,2,20,
1,23300,84083,107407,DebtCon,Self,2,0,1,153.2333,6,23,
0,23300,61496,102823,HomeImp,ProfExe,18,0,0,649.7471,1,24,20.87256
1,23300,71734,100072,DebtCon,ProfExe,6,0,7,122.7994,0,21,34.53044
0,23300,27793,50177,DebtCon,Other,16,0,0,136.4016,1,24,28.05292
1,23300,103783,132612,DebtCon,Sales,1,0,,120.348,0,19,203.3121
0,23300,91957,135827,DebtCon,ProfExe,,0,1,203.0717,0,20,27.83336
0,23300,88825,104609,HomeImp,,8,,,,,,28.01324
0,23300,89847,136259,DebtCon,ProfExe,,0,0,210.0161,0,21,29.77994
0,23400,64332,95770,HomeImp,Office,13,0,0,128.2392,0,13,35.15765
0,23400,81379,105005,DebtCon,Other,,0,0,186.8909,1,24,37.88977
0,23400,91165,99564,HomeImp,,8,,,,,,28.97862
0,23400,72262,94646,DebtCon,Other,2,0,0,105.9993,1,29,31.84064
0,23400,89427,106590,HomeImp,,6,,,,,,29.37165
0,23400,48549,68957,DebtCon,Office,6,0,0,172.8107,1,27,34.45676
0,23400,125750,165732,DebtCon,ProfExe,6,0,0,195.0845,0,38,20.73303
0,23400,97865,120172,DebtCon,Self,2,0,0,200.5758,1,26,36.39873
0,23400,35634,61149,DebtCon,Other,,0,0,204.6428,0,13,41.11516
0,23400,89226,119604,DebtCon,Self,3,0,0,221.6814,1,26,34.5562
0,23400,90924,116819,DebtCon,Other,24,0,0,245.8979,1,27,40.85743
0,23400,45766,66192,DebtCon,Other,26,0,0,284.7816,2,32,35.93679
0,23500,95289,122273,HomeImp,Mgr,9,0,0,118.6161,1,23,30.44727
0,23500,,90205,HomeImp,Other,9,0,0,169.015,0,16,38.69874
0,23500,90246,119320,DebtCon,Other,22,0,0,239.2596,1,26,41.3367
1,23500,52457,77436,DebtCon,Other,16,0,0,,0,0,33.56877
0,23500,18989,51607,DebtCon,Other,26,0,1,206.7655,0,24,27.55141
0,23500,44952,70191,DebtCon,Office,6,0,0,164.9639,1,26,35.78816
0,23500,68049,93394,DebtCon,Mgr,6,0,0,191.1124,2,18,32.13282
0,23500,133197,168990,DebtCon,Other,8,1,0,214.2846,0,19,36.64263
0,23500,48286,81958,DebtCon,Mgr,6,0,0,248.8601,2,25,32.4673
1,23500,54816,87000,DebtCon,Other,3.5,0,1,223.2,0,17,
1,23500,,143168,DebtCon,Office,10,,,,,,35.73357
0,23500,,131203,HomeImp,Other,0,0,0,318.8471,3,21,31.08416
0,23500,146371,179434,DebtCon,ProfExe,6,,,195.1781,4,43,39.94505
0,23500,75708,102198,DebtCon,Mgr,2,,,231.4343,5,23,42.17979
0,23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,
0,23500,90129,141785,DebtCon,ProfExe,23,1,0,158.9968,0,25,40.33195
0,23500,37858,60890,DebtCon,Other,2,0,0,110.0573,0,17,19.26844
0,23500,65587,87101,DebtCon,Other,3,0,0,83.238,2,30,32.03168
0,23500,62742,111921,DebtCon,ProfExe,15,0,3,282.976,0,36,27.14821
0,23500,132737,285749,HomeImp,Mgr,4,0,0,213.393,0,14,31.23611
0,23500,94109,97194,DebtCon,ProfExe,1,1,0,116.8186,0,20,35.86612
0,23500,,66217,DebtCon,Other,24,0,1,122.1476,1,8,20.17202
0,23500,55731,89079,DebtCon,Mgr,4,0,0,273.6744,1,25,33.50941
0,23500,190239,233603,DebtCon,ProfExe,3,0,0,285.3313,0,27,39.91648
0,23500,147696,118200,,ProfExe,4,0,0,103.6728,2,34,30.36171
0,23500,86144,138953,DebtCon,Other,13,0,0,110.0542,3,15,41.84169
0,23500,62441,97293,DebtCon,Office,1,0,0,152.8328,0,21,34.53126
1,23500,,116983,HomeImp,Other,,0,1,143.4146,0,10,35.06032
0,23600,70769,183593,,Other,11,0,0,367.0985,1,17,33.78919
0,23600,30758,57280,DebtCon,Other,13,0,0,104.3957,2,24,31.1204
0,23600,87875,139025,DebtCon,Other,10,0,0,112.9125,2,15,38.5059
0,23600,136607,172414,DebtCon,Other,6,0,0,226.0403,0,20,36.97693
0,23600,,68208,DebtCon,Other,26,0,0,119.5859,0,8,20.81826
0,23600,50424,70281,DebtCon,Other,24,0,0,312.7385,4,31,35.77168
0,23600,69846,189234,,Other,11,0,0,357.8051,0,17,30.56428
0,23600,36438,80176,DebtCon,ProfExe,10,0,0,289.7015,0,19,39.92995
0,23600,57327,105411,DebtCon,ProfExe,14,0,3,276.1824,0,35,29.28303
0,23600,94908,101678,DebtCon,ProfExe,1,1,0,125.7017,0,19,33.22432
0,23600,141000,175000,DebtCon,Other,2,0,0,192.7667,0,35,
0,23600,82639,114266,DebtCon,Other,,0,0,186.1563,2,25,37.94387
0,23600,96452,125277,HomeImp,Mgr,11,0,0,127.3599,1,23,30.98554
0,23600,126254,169638,DebtCon,ProfExe,6,0,0,176.7492,0,38,17.62092
0,23600,82407,106431,DebtCon,Other,,0,0,169.8053,0,24,39.48884
0,23600,140284,182591,DebtCon,ProfExe,21,0,0,224.9413,0,24,41.87176
0,23600,56023,83659,DebtCon,Mgr,5,0,0,267.7555,2,25,32.20078
0,23700,76196,100929,DebtCon,Other,17,0,0,180.7312,1,13,41.52603
0,23700,,78878,DebtCon,Sales,4,0,0,408.1876,0,23,24.20094
0,23700,57553,101656,HomeImp,ProfExe,19,0,0,648.3285,0,23,22.84648
1,23700,43712,75191,DebtCon,Office,6,0,0,50.71753,2,18,37.10325
0,23700,,78812,DebtCon,Sales,4,0,0,412.0205,0,24,25.63726
0,23700,138632,186585,DebtCon,ProfExe,20,0,0,225.8977,0,24,42.76683
0,23700,144373,180927,DebtCon,ProfExe,5,,,175.8154,5,43,40.31579
0,23700,,46665,DebtCon,Other,,,,85.12835,,12,24.99136
0,23700,46910,75136,DebtCon,Other,10,0,0,119.2312,1,19,43.82959
0,23700,93734,98099,HomeImp,,8,,,,,,30.02009
0,23700,62949,99295,HomeImp,Office,15,0,0,145.3553,0,14,36.03276
1,23700,76000,106000,DebtCon,Sales,2.6,1,0,138.9667,2,38,
0,23700,82983,106877,DebtCon,Other,,0,0,177.0177,2,24,40.99521
0,23700,87141,140428,DebtCon,ProfExe,22,1,0,169.2836,1,25,40.98062
0,23700,104752,143913,HomeImp,,,,,,,,36.76101
0,23700,18825,55549,DebtCon,Other,26,0,1,203.8609,0,25,26.62908
0,23700,58068,97948,DebtCon,Office,1,0,0,160.0582,1,21,34.35546
0,23800,74390,186176,,Other,10,0,0,363.1402,1,16,30.271
0,23800,,71798,HomeImp,Office,6,0,0,119.712,2,5,19.62453
0,23800,76390,110315,DebtCon,Mgr,7,0,0,275.9554,2,29,29.7136
0,23800,45279,68939,DebtCon,Other,6,0,0,77.22882,1,19,35.52149
1,23800,19612,77300,DebtCon,ProfExe,15,0,6,173.4667,0,19,
0,23800,188250,233800,DebtCon,ProfExe,2,0,0,307.5728,1,27,36.69072
1,23800,55753,87971,HomeImp,Other,1,0,0,56.6671,0,13,64.77573
1,23800,9124,41900,DebtCon,Other,28,0,2,120.7333,1,16,
0,23800,46884,68142,DebtCon,Other,8,0,0,59.40578,1,18,35.69664
0,23800,,55669,DebtCon,Other,,0,1,308.4251,0,18,37.65408
0,23800,101536,147601,HomeImp,ProfExe,10,0,0,161.2557,1,23,32.71942
0,23800,44372,67279,DebtCon,Other,6,0,0,75.81397,2,19,36.52957
0,23900,7500,26500,DebtCon,Other,17,3,0,126.8333,2,19,
0,23900,236803,267036,HomeImp,Self,7,0,0,252.0735,1,50,38.07409
0,23900,,63096,DebtCon,Other,,0,0,313.8097,0,19,37.51332
0,23900,21549,49842,DebtCon,Other,25,0,0,300.2963,,12,30.20399
0,23900,90475,136094,DebtCon,ProfExe,,0,1,207.7843,0,21,30.54922
0,23900,70694,95718,HomeImp,Office,11,0,0,138.1674,0,13,38.56121
0,23900,16082,31196,DebtCon,Other,17,2,0,123.3686,1,19,26.71626
0,23900,95060,134567,DebtCon,ProfExe,,0,0,194.251,0,20,27.15706
0,23900,31992,57986,DebtCon,Other,,0,0,226.2432,0,12,38.67184
1,23900,,105700,DebtCon,Other,0.8,,,,,,
0,23900,80406,108122,DebtCon,Other,17,0,0,211.9233,0,13,41.49484
0,23900,27800,43403,DebtCon,Other,27,0,0,307.6242,,12,31.9137
0,23900,85097,100730,HomeImp,,9,,,,,,29.50852
0,23900,90244,120751,DebtCon,Self,3,0,0,194.9873,1,26,35.40606
0,23900,55284,92305,DebtCon,Other,7,0,0,241.0836,1,19,37.47976
0,23900,,62276,DebtCon,Other,26,0,0,127.0246,0,8,20.40783
0,23900,140328,183533,HomeImp,Mgr,8,0,0,322.7881,0,17,45.41318
0,23900,87884,116559,DebtCon,Mgr,23,,0,314.3945,0,42,37.98813
0,23900,,151738,,,,,,,,,16.42639
0,24000,43427,68308,DebtCon,Other,25,0,0,302.7723,2,31,34.87186
0,24000,96072,122441,HomeImp,Mgr,10,0,0,127.7418,1,24,33.60804
0,24000,31243,50602,HomeImp,Self,3,1,,135.1985,,11,25.35716
0,24000,144975,180539,DebtCon,ProfExe,6,,,193.1197,5,43,39.5936
0,24000,43948,86111,HomeImp,Other,24,0,0,258.3036,0,7,26.61775
1,24000,88783,116967,DebtCon,Self,2,0,0,171.5063,5,23,56.96184
1,24000,19500,38000,DebtCon,Other,,0,1,198.9,,17,
0,24000,16997,45000,DebtCon,Other,25,0,0,118.6667,1,11,
0,24000,137000,204963,HomeImp,ProfExe,5,0,0,189.7,1,28,
0,24000,114196,150000,DebtCon,Mgr,4,0,0,289.1333,0,25,
0,24000,59300,88000,DebtCon,Other,16,0,0,97.93333,1,17,
1,24000,35000,,DebtCon,Self,3,1,0,177.5,0,16,
1,24000,136000,,DebtCon,ProfExe,3,1,6,303.2943,1,27,
1,24000,18655,48800,HomeImp,Other,3,0,0,65.96667,3,12,
0,24000,239568,266430,HomeImp,Self,7,0,0,243.7324,3,50,35.87196
0,24000,111488,163796,DebtCon,Mgr,15,0,0,185.8021,0,25,32.22967
0,24000,17575,50375,DebtCon,Other,23,0,0,135.7641,0,11,22.98101
1,24100,164155,225184,HomeImp,Self,2,,,,,,31.56423
0,24100,57041,92081,DebtCon,Other,7,0,0,230.0597,0,19,35.89671
0,24100,77435,113000,DebtCon,ProfExe,10,0,1,124.7667,0,19,
1,24100,30951,58000,DebtCon,Mgr,11,0,4,36.5,0,12,
0,24100,184697,238729,DebtCon,ProfExe,2,0,0,317.6926,0,26,37.78204
0,24100,61811,97086,DebtCon,Other,6,0,0,222.6266,1,19,34.68254
0,24100,80005,102098,DebtCon,Other,18,1,0,196.2531,1,12,39.75893
0,24100,104442,161366,DebtCon,Mgr,14,0,0,195.6423,0,25,34.54081
0,24100,95549,112283,DebtCon,Other,22,0,0,243.3497,0,28,39.0827
0,24100,57555,90732,DebtCon,Other,8,0,0,236.962,1,19,37.93488
0,24100,,49433,DebtCon,Other,,,,83.09973,,13,26.14897
1,24200,10286,,DebtCon,Other,24.5,0,1,216.1333,4,32,
0,24200,45902,70212,DebtCon,Other,25,0,0,303.7625,3,32,35.22386
0,24200,91491,141827,DebtCon,ProfExe,21,1,0,163.1744,0,25,42.06098
0,24200,92572,121310,HomeImp,Mgr,9,0,0,117.0455,1,24,30.48278
0,24200,242111,266670,HomeImp,Self,6,1,0,243.0031,3,51,36.57539
0,24200,49798,67458,DebtCon,Other,6,0,0,68.93111,2,18,36.46437
1,24200,121000,162900,DebtCon,Self,13,1,1,151.9333,1,35,
1,24200,37500,,,ProfExe,4,0,0,123.8,0,14,
1,24200,39808,,DebtCon,Self,3,1,0,184.7251,0,16,51.63038
0,24200,68477,91598,DebtCon,Other,16,0,0,88.6652,0,17,32.52309
0,24200,22763,47622,DebtCon,Other,23,0,0,126.9227,1,10,23.04094
0,24200,63229,89394,DebtCon,Other,15,0,0,84.66879,0,16,35.60489
0,24200,150939,183208,DebtCon,Other,1,0,0,205.7768,0,34,39.65633
0,24200,90626,116601,DebtCon,Self,2,0,0,226.1164,1,27,34.49994
0,24200,104005,158224,DebtCon,Mgr,14,0,0,175.6221,0,25,33.99242
0,24300,142000,175000,DebtCon,ProfExe,6,0,0,323.6667,0,35,
0,24300,70912,98353,DebtCon,ProfExe,9,1,0,126.2436,3,26,36.37253
0,24300,50826,68199,DebtCon,Other,7,0,0,71.18199,1,19,36.4962
0,24300,93520,137241,DebtCon,ProfExe,,0,0,199.7636,0,20,27.47156
0,24300,41323,73309,DebtCon,Other,27,0,1,298.1859,2,32,36.15528
0,24300,110442,138581,DebtCon,Mgr,9,2,0,175.1537,4,17,40.34889
0,24300,236390,262210,HomeImp,Self,6,0,0,243.0779,2,50,36.90666
0,24300,,144123,,,,,,,,,15.52923
0,24300,55579,98320,DebtCon,ProfExe,1,0,0,187.0218,0,26,33.47337
0,24300,21660,48475,DebtCon,Other,26,0,0,102.7828,0,10,23.24796
0,24300,123686,153184,DebtCon,Mgr,4,0,0,298.2829,0,25,36.33656
0,24300,,60628,DebtCon,Other,23,0,0,145.2927,0,9,22.98482
0,24300,42276,68775,DebtCon,Other,24,0,0,309.6836,2,31,32.74651
0,24400,110177,145000,DebtCon,Office,5,,,293.2365,2,36,
1,24400,119000,144400,DebtCon,Mgr,33,0,2,229.3,7,36,
1,24400,88000,119100,HomeImp,Other,12,0,0,84.23333,5,19,
0,24400,237543,261393,HomeImp,Self,3,1,0,254.5174,2,50,37.90659
1,24400,69873,101484,DebtCon,Other,15,0,6,225.7526,0,29,
0,24400,50317,71327,DebtCon,Other,6,0,0,45.4858,1,18,37.01414
0,24400,87838,104468,HomeImp,,6,,,,,,30.28035
0,24400,119111,154860,DebtCon,Mgr,3,0,0,296.9304,0,25,38.49313
0,24400,147073,182069,DebtCon,Other,2,0,0,173.7149,0,35,37.81237
0,24400,26366,54775,DebtCon,Other,13,0,0,101.6362,2,24,29.09588
0,24400,,59888,DebtCon,Other,,0,0,288.2297,0,19,38.58133
0,24400,,28900,HomeImp,Other,24,0,0,81.16667,2,15,
0,24400,109253,158257,DebtCon,Mgr,17,0,0,193.9653,0,25,34.59449
0,24400,93411,140031,HomeImp,ProfExe,6,0,0,177.5112,0,32,31.02734
0,24400,65233,96473,DebtCon,Other,15,0,0,80.09869,1,17,35.44295
0,24400,91316,147837,DebtCon,ProfExe,23,0,0,170.0567,0,24,42.66845
0,24400,80065,118423,DebtCon,ProfExe,8,0,1,126.5427,0,18,26.27391
0,24400,61260,103842,DebtCon,ProfExe,1,0,0,179.5403,0,26,33.59046
0,24400,217533,289931,HomeImp,ProfExe,6,,3,471.8875,,55,31.33781
0,24400,112178,159638,DebtCon,Mgr,17,0,0,197.9696,0,26,33.13018
0,24400,95843,123377,DebtCon,Self,2,0,0,201.9768,1,26,32.90347
0,24500,33537,57048,DebtCon,Other,14,0,0,99.37613,1,24,28.495
0,24500,,149489,,,,,,,,,15.44349
0,24500,21470,52228,DebtCon,Other,25,0,0,124.5599,0,11,23.88812
0,24500,80072,107559,DebtCon,Other,18,0,0,194.8775,0,12,39.21017
0,24500,118251,158758,DebtCon,Mgr,2,0,0,282.6499,0,24,38.8448
0,24500,69615,94656,DebtCon,ProfExe,7,0,1,136.5556,3,26,35.5653
0,24500,134188,171658,DebtCon,Other,5,1,0,219.1676,0,20,34.98614
0,24500,67336,96060,DebtCon,ProfExe,8,0,1,142.3442,3,25,35.97986
0,24500,62490,97467,DebtCon,Other,14,0,0,96.97268,1,17,34.97566
1,24500,95736,134000,HomeImp,Mgr,1.5,0,1,122.5,2,20,
0,24500,52000,84915,DebtCon,Office,0.4,0,1,93.16667,0,23,
0,24500,216787,281351,HomeImp,ProfExe,5,,4,473.814,,55,31.20117
0,24500,,51623,DebtCon,Other,,,,91.86239,,12,28.87957
0,24500,82756,122917,DebtCon,ProfExe,11,0,1,108.6501,0,18,26.12744
0,24500,123319,159934,DebtCon,Mgr,2,0,0,300.6252,0,25,37.78618
0,24500,,35543,HomeImp,Other,21,0,0,83.11199,1,15,29.85563
0,24600,113034,165176,DebtCon,Mgr,15,0,0,194.8422,0,26,32.77015
0,24600,83099,113245,DebtCon,ProfExe,9,0,1,122.7492,0,19,28.12573
0,24600,71862,94704,DebtCon,Other,1,0,0,93.26171,2,29,35.29058
0,24600,41300,61700,DebtCon,Office,19,0,0,181.6333,2,22,
0,24600,135278,164559,DebtCon,Other,5,1,0,225.3668,0,20,34.07916
0,24600,,146804,,,,,,,,,17.26353
1,24600,75636,112956,DebtCon,ProfExe,1,1,0,318.5462,3,42,
0,24600,221331,289991,HomeImp,ProfExe,5,,4,474.0271,,55,31.46338
0,24700,55435,89663,DebtCon,Mgr,7,0,0,252.6221,2,26,34.74185
0,24700,149235,178454,DebtCon,ProfExe,5,0,0,324.1378,0,34,38.70999
0,24700,111107,163926,DebtCon,Mgr,15,0,1,170.6294,1,26,32.93429
0,24700,23231,54024,DebtCon,Other,24,0,0,118.1541,0,11,23.26522
0,24700,109377,133116,DebtCon,Mgr,10,1,0,184.3558,5,17,40.20263
1,24700,79347,108238,DebtCon,Other,0,1,0,45.62589,6,49,46.99603
0,24700,53925,83056,DebtCon,Mgr,4,0,0,251.1884,2,25,34.88924
0,24700,44306,74197,DebtCon,Other,5,0,0,73.71525,1,18,35.44157
0,24700,98900,115052,DebtCon,Other,23,0,0,239.4261,1,26,41.70053
0,24700,77022,112172,DebtCon,Mgr,9,0,1,306.8711,2,28,30.12004
0,24800,,59934,DebtCon,Other,,0,1,305.6823,0,18,38.02974
0,24800,,63753,DebtCon,Other,,0,0,300.7573,0,19,40.13448
0,24800,144410,211936,HomeImp,ProfExe,3,0,0,195.0704,1,28,38.92616
0,24800,109084,140355,DebtCon,Mgr,11,2,0,183.7953,5,18,40.6048
0,24800,,45167,DebtCon,Other,,,,84.73562,,12,28.45702
0,24800,98139,121696,DebtCon,Self,3,0,0,208.5233,1,27,32.64427
1,24800,132000,165000,DebtCon,Mgr,19,0,0,187.6667,4,35,
1,24800,37200,67000,DebtCon,Other,10,1,8,242.4667,4,23,
0,24800,82670,106563,DebtCon,Mgr,8,0,0,302.9844,2,28,30.95649
0,24800,43287,72898,DebtCon,Other,8,0,0,87.01104,1,18,34.0311
